Ensembl Transcript ID	Chromosome Name	Transcript Start (bp)	Transcript End (bp)
ENSDART00000141150	20	54618556	54623147
ENSDART00000152058	4	42861979	42863038
ENSDART00000138067	20	54618924	54623531
ENSDART00000134992	20	54619053	54626809
ENSDART00000057700	20	49410575	49422584
ENSDART00000065239	22	40519800	40526726
ENSDART00000111056	3	10517086	10521721
ENSDART00000022870	8	51466901	51468163
ENSDART00000155552	8	51466907	51468163
ENSDART00000109620	21	41734463	41780671
ENSDART00000143009	8	55408161	55409958
ENSDART00000139668	21	41734484	41769762
ENSDART00000144809	8	55409403	55409932
ENSDART00000125114	Zv9_NA372	125961	205798
ENSDART00000146266	10	35248842	35251849
ENSDART00000018676	3	40964024	40971364
ENSDART00000136174	3	40964892	40968573
ENSDART00000124107	Zv9_scaffold3460	66475	89923
ENSDART00000128450	3	40969984	40971245
ENSDART00000086659	19	44522174	44531874
ENSDART00000138883	2	50772876	50773533
ENSDART00000124304	19	44524064	44527640
ENSDART00000052352	19	27934290	27939309
ENSDART00000125817	Zv9_NA899	40946	80274
ENSDART00000135331	2	52789628	52789894
ENSDART00000147033	2	58431639	58433101
ENSDART00000121854	Zv9_NA760	1165	19454
ENSDART00000092082	22	35034561	35041230
ENSDART00000064387	Zv9_NA135	25443	29694
ENSDART00000142406	1	47327916	47329987
ENSDART00000127785	8	33457	35245
ENSDART00000124576	Zv9_NA117	8758	13415
ENSDART00000111987	11	831071	882330
ENSDART00000143327	18	39539720	39552291
ENSDART00000128345	18	40220076	40238456
ENSDART00000111152	18	39539004	39542547
ENSDART00000058174	Zv9_NA266	25296	34378
ENSDART00000078058	Zv9_NA999	6941	79629
ENSDART00000154247	17	49762925	49771897
ENSDART00000123463	7	33356785	33476926
ENSDART00000126612	Zv9_NA333	19103	28858
ENSDART00000075176	7	35583409	35599487
ENSDART00000152932	20	46542132	46543524
ENSDART00000130431	24	484783	490443
ENSDART00000098160	5	33509664	33513260
ENSDART00000138990	9	52526773	52563393
ENSDART00000003913	9	52494636	52563659
ENSDART00000022903	5	70733309	70747394
ENSDART00000156478	5	70733932	70747821
ENSDART00000123287	20	46554920	46556443
ENSDART00000124359	23	6212872	6227983
ENSDART00000122406	13	3962167	3987558
ENSDART00000023944	23	46169147	46181519
ENSDART00000077728	5	53694117	53708973
ENSDART00000137156	1	31882591	31926772
ENSDART00000136214	5	53694434	53701484
ENSDART00000135078	1	31882841	31884058
ENSDART00000130248	13	7339	9468
ENSDART00000144517	5	53695276	53701648
ENSDART00000146680	1	40603358	40619684
ENSDART00000112133	1	40601010	40618639
ENSDART00000134684	5	59075536	59087447
ENSDART00000155691	6	35695072	35731060
ENSDART00000144401	20	40798376	40872724
ENSDART00000055564	23	43774847	43792168
ENSDART00000061168	20	40800996	40872596
ENSDART00000134142	23	43778071	43821633
ENSDART00000058290	16	54711174	54734250
ENSDART00000133224	2	34098857	34201472
ENSDART00000115229	24	42533235	42548484
ENSDART00000129419	Zv9_scaffold3527	2677	12936
ENSDART00000056671	2	34098857	34201502
ENSDART00000014049	5	57275953	57323452
ENSDART00000121662	Zv9_scaffold3493	44227	67165
ENSDART00000109196	12	35703131	35729554
ENSDART00000063571	22	2522446	2531402
ENSDART00000105564	22	22115811	22167234
ENSDART00000127222	22	22115811	22141953
ENSDART00000129245	Zv9_scaffold3473	77094	84141
ENSDART00000122628	1	52226931	52228487
ENSDART00000109640	1	52227419	52228476
ENSDART00000153845	3	49622703	49629294
ENSDART00000124512	16	1805293	1806432
ENSDART00000157323	3	49624999	49629270
ENSDART00000154193	3	49622459	49629267
ENSDART00000099276	9	57959145	57971758
ENSDART00000155560	3	49622141	49629267
ENSDART00000149004	9	57959150	57964464
ENSDART00000153721	3	49625005	49629250
ENSDART00000151212	21	41964901	41968408
ENSDART00000156360	3	49622319	49629245
ENSDART00000085071	21	41967410	41968408
ENSDART00000154446	3	49621936	49629223
ENSDART00000154736	3	49625180	49629214
ENSDART00000063019	18	4945257	4951035
ENSDART00000109713	12	333835	341979
ENSDART00000085136	15	46080959	46124099
ENSDART00000127910	21	39961086	39974964
ENSDART00000110274	21	39972166	39991260
ENSDART00000055263	3	34931497	35002337
ENSDART00000122458	8	51076269	51107959
ENSDART00000010591	8	51076270	51107959
ENSDART00000060865	8	1834093	1865089
ENSDART00000128814	11	40443274	40445236
ENSDART00000067526	12	3804710	3893083
ENSDART00000149480	16	31160226	31219564
ENSDART00000056474	21	44001407	44020048
ENSDART00000018213	16	31136560	31219562
ENSDART00000149314	21	44001407	44021979
ENSDART00000149419	5	72815842	72822973
ENSDART00000149272	21	44001407	44022027
ENSDART00000149156	21	44001407	44022114
ENSDART00000099497	21	44001407	44022195
ENSDART00000150406	4	54503967	54504731
ENSDART00000123165	5	72815842	72823649
ENSDART00000157136	21	43960986	44022145
ENSDART00000150349	4	49505518	49506288
ENSDART00000155681	21	43960986	44020049
ENSDART00000156889	4	52631058	52632970
ENSDART00000149242	5	72815890	72820074
ENSDART00000134492	5	43418664	43422980
ENSDART00000148779	5	72816067	72818169
ENSDART00000083685	5	43418785	43422384
ENSDART00000034690	23	39757212	39772205
ENSDART00000098758	5	72724341	72823637
ENSDART00000062415	23	45715833	45731566
ENSDART00000040125	15	42329410	42351716
ENSDART00000137859	23	39876489	39883579
ENSDART00000042993	23	39876693	39883471
ENSDART00000144279	15	1269157	1271288
ENSDART00000002384	15	46428557	46437328
ENSDART00000125674	14	2523682	2526161
ENSDART00000085381	12	44139598	44282750
ENSDART00000144270	2	47255728	47256686
ENSDART00000138241	12	44142064	44144930
ENSDART00000132202	4	47001560	47044037
ENSDART00000114400	4	47015980	47043927
ENSDART00000136778	4	40647689	40660821
ENSDART00000155084	4	40648363	40661702
ENSDART00000142421	4	40650679	40660514
ENSDART00000152043	4	43379612	43385521
ENSDART00000114675	19	1751002	1808547
ENSDART00000129287	3	1936697	1938732
ENSDART00000123800	20	1874105	1881750
ENSDART00000098833	20	51608938	51644431
ENSDART00000141114	4	60650932	60674774
ENSDART00000122840	Zv9_NA78	9453	18758
ENSDART00000133799	4	60662692	60674575
ENSDART00000156163	15	40169017	40193207
ENSDART00000155709	15	46406645	46409916
ENSDART00000129455	15	46407511	46408473
ENSDART00000064888	6	42947326	42950632
ENSDART00000111536	13	42687341	42719280
ENSDART00000127633	8	38812340	38850902
ENSDART00000086064	22	39677218	39711647
ENSDART00000082511	11	2670153	2677167
ENSDART00000082512	11	2678996	2684168
ENSDART00000028895	6	36891314	37112765
ENSDART00000060535	5	7628609	7647599
ENSDART00000124556	10	46520410	46521237
ENSDART00000127716	5	638531	675303
ENSDART00000016321	5	68053454	68088764
ENSDART00000090910	11	666069	718177
ENSDART00000146920	5	54873551	54875878
ENSDART00000132738	5	54873578	54875399
ENSDART00000148620	9	56894635	56897883
ENSDART00000137824	5	54874054	54875503
ENSDART00000126601	9	56894749	56898229
ENSDART00000085542	5	3490902	3502617
ENSDART00000074430	3	49633628	49649825
ENSDART00000112742	3	33070720	33088539
ENSDART00000156625	17	44863966	44918801
ENSDART00000114220	17	44914119	44916049
ENSDART00000017017	16	41863245	41899969
ENSDART00000134309	3	39595344	39602652
ENSDART00000130601	4	4474961	4485224
ENSDART00000127560	22	6808665	6809369
ENSDART00000142977	22	6188399	6189660
ENSDART00000114915	8	42525620	42527098
ENSDART00000007170	3	39595372	39608008
ENSDART00000147379	3	39595406	39601259
ENSDART00000101615	4	47481500	47498090
ENSDART00000152203	4	41479091	41491858
ENSDART00000061037	23	41146930	41169410
ENSDART00000126720	4	41480493	41491655
ENSDART00000154603	3	59579039	59598016
ENSDART00000027463	1	41290722	41292304
ENSDART00000056046	3	1305869	1306616
ENSDART00000154939	3	42737033	42774364
ENSDART00000082920	3	59599102	59663113
ENSDART00000074557	3	42728293	42774174
ENSDART00000090213	14	3164230	3187658
ENSDART00000100396	7	75191966	75197308
ENSDART00000121754	7	62531495	62543998
ENSDART00000098127	7	18250307	18251441
ENSDART00000127042	7	7228572	7229349
ENSDART00000144220	2	36857495	36861256
ENSDART00000048838	2	38720262	38722034
ENSDART00000149028	2	56709323	56718784
ENSDART00000123181	2	38720766	38740708
ENSDART00000110893	Zv9_scaffold3514	81917	87158
ENSDART00000122042	6	4421265	4428564
ENSDART00000144858	22	39873310	39874386
ENSDART00000074543	3	44579435	44791438
ENSDART00000151917	4	43167471	43177795
ENSDART00000108805	4	43167959	43299680
ENSDART00000080696	Zv9_scaffold3474	24326	42020
ENSDART00000137909	1	56357456	56379908
ENSDART00000128076	Zv9_scaffold3491	180477	206889
ENSDART00000123832	14	49240144	49245598
ENSDART00000122537	Zv9_NA839	7268	10251
ENSDART00000123513	3	59710302	59713508
ENSDART00000074097	14	49240144	49245597
ENSDART00000122777	Zv9_scaffold3513	31430	32401
ENSDART00000138337	1	52928510	52931719
ENSDART00000148965	7	74914272	74920390
ENSDART00000152650	1	58443826	58449718
ENSDART00000122247	7	74914488	74920417
ENSDART00000122010	10	7530024	7534761
ENSDART00000112472	1	58441849	58448289
ENSDART00000108686	3	46482738	46490382
ENSDART00000062898	20	36652667	36662787
ENSDART00000051003	5	54818487	54828537
ENSDART00000073627	5	54818487	54828477
ENSDART00000101464	24	16363204	16364433
ENSDART00000090483	25	21041215	21044140
ENSDART00000125829	19	11893596	11896364
ENSDART00000151048	20	54538656	54544967
ENSDART00000011332	5	63052281	63110871
ENSDART00000039204	6	4030846	4040621
ENSDART00000099338	20	54532553	54544969
ENSDART00000137635	5	63052281	63108038
ENSDART00000142511	5	63052281	63108077
ENSDART00000007090	8	54012019	54031716
ENSDART00000123525	Zv9_scaffold3510	239650	240576
ENSDART00000105278	6	4030891	4047667
ENSDART00000111817	6	4030897	4046265
ENSDART00000108668	4	44886607	44888643
ENSDART00000131029	6	59051323	59082664
ENSDART00000126637	Zv9_scaffold3464	46265	62253
ENSDART00000061735	6	54109965	54120299
ENSDART00000121830	Zv9_NA364	2552	13760
ENSDART00000056896	2	9415509	9424697
ENSDART00000146288	2	52158710	52160743
ENSDART00000144934	2	52158710	52160911
ENSDART00000101266	16	12333838	12341062
ENSDART00000149842	23	44402392	44417117
ENSDART00000130147	23	44402976	44417116
ENSDART00000113266	1	15138923	15198657
ENSDART00000051907	23	44403530	44468944
ENSDART00000083066	8	41917763	41931413
ENSDART00000140127	8	41929909	41937239
ENSDART00000141707	8	41927343	41929672
ENSDART00000028617	9	35193301	35198776
ENSDART00000114210	10	42915034	42969590
ENSDART00000007783	6	40753451	40763109
ENSDART00000143089	9	35193323	35198263
ENSDART00000006871	13	69617	120404
ENSDART00000082292	13	69617	120404
ENSDART00000099899	4	60547168	60551864
ENSDART00000155783	15	902637	908825
ENSDART00000082287	13	69617	120404
ENSDART00000154434	6	43182265	43319220
ENSDART00000156267	6	43182848	43193700
ENSDART00000139819	11	16469258	16477683
ENSDART00000155080	6	43189145	43191624
ENSDART00000139309	11	16469258	16477683
ENSDART00000084715	16	44925524	44945077
ENSDART00000155601	6	43196292	43197306
ENSDART00000039803	18	286342	288193
ENSDART00000128106	15	11829600	11893780
ENSDART00000101365	15	11863065	11893893
ENSDART00000000042	2	50769976	50795733
ENSDART00000147117	2	50788186	50795649
ENSDART00000154170	6	43199809	43226061
ENSDART00000061947	6	43183370	43230269
ENSDART00000125965	Zv9_scaffold3506	99101	106394
ENSDART00000109108	18	76073	80400
ENSDART00000100262	20	49109432	49145345
ENSDART00000057730	Zv9_scaffold3556	4519	13947
ENSDART00000062578	20	49109514	49145262
ENSDART00000131039	14	21030637	21031641
ENSDART00000109271	Zv9_scaffold3501	95300	106542
ENSDART00000108496	20	4149917	4158444
ENSDART00000138935	8	35278029	35279541
ENSDART00000155738	3	42207492	42210795
ENSDART00000140656	4	56364488	56366487
ENSDART00000017485	20	35457800	35462548
ENSDART00000153130	20	35457802	35459525
ENSDART00000128228	Zv9_NA4	8833	18104
ENSDART00000141606	13	12247231	12258905
ENSDART00000124784	13	12247372	12258720
ENSDART00000045894	1	52206821	52214585
ENSDART00000150522	4	48477843	48483909
ENSDART00000062791	Zv9_scaffold3564	88053	129500
ENSDART00000150508	6	42884169	42902328
ENSDART00000150846	1	52206996	52213061
ENSDART00000014552	6	42883372	42902332
ENSDART00000102311	13	12460665	12472077
ENSDART00000127576	4	19502744	19505522
ENSDART00000125771	4	48478498	48483434
ENSDART00000099302	15	40278232	40282404
ENSDART00000139498	15	40281010	40282351
ENSDART00000097499	5	56751666	56763258
ENSDART00000122257	19	839729	847093
ENSDART00000007206	19	839738	853794
ENSDART00000150602	4	44823299	44845445
ENSDART00000087444	19	41310810	41334770
ENSDART00000122361	18	32890662	32897634
ENSDART00000058059	4	2269962	2298753
ENSDART00000105179	23	6864374	6900523
ENSDART00000131198	7	9933638	10053939
ENSDART00000006897	7	14739932	14755905
ENSDART00000128556	10	224964	230364
ENSDART00000058411	10	224994	230364
ENSDART00000110075	19	43888047	43912144
ENSDART00000087002	19	43888054	43912151
ENSDART00000101089	10	10530343	10573014
ENSDART00000135295	22	302103	311623
ENSDART00000112570	25	36398909	36400096
ENSDART00000144825	8	49976485	49978172
ENSDART00000008522	19	2131856	2132493
ENSDART00000066445	12	10273406	10284926
ENSDART00000139403	10	10530157	10544728
ENSDART00000053288	8	49976490	49977664
ENSDART00000074139	22	39914870	39918084
ENSDART00000138124	22	39915278	39916735
ENSDART00000123564	10	10544814	10573014
ENSDART00000115233	15	133418	136649
ENSDART00000104423	22	41991701	41996616
ENSDART00000134117	22	41991701	41996616
ENSDART00000131462	22	41992663	41996392
ENSDART00000121444	2	48983386	48993667
ENSDART00000104422	22	41991731	41996454
ENSDART00000126109	2	51627068	51627372
ENSDART00000127601	1	642738	644549
ENSDART00000059642	22	41991731	41996454
ENSDART00000123038	9	4011875	4032229
ENSDART00000156662	6	58774241	58813043
ENSDART00000122003	6	58770954	58804193
ENSDART00000099566	5	16181199	16204516
ENSDART00000128714	5	6811486	6831449
ENSDART00000144001	10	6445795	6531954
ENSDART00000110851	14	2847818	2850232
ENSDART00000141047	10	6451001	6489794
ENSDART00000005732	14	48374810	48405920
ENSDART00000045290	Zv9_NA472	18864	88448
ENSDART00000140162	10	6451005	6481438
ENSDART00000132873	10	6451180	6481366
ENSDART00000025910	13	5897244	5916728
ENSDART00000131413	10	6451275	6495954
ENSDART00000109744	10	6424709	6531954
ENSDART00000109243	7	31582648	31603677
ENSDART00000111970	Zv9_scaffold3496	10709	20074
ENSDART00000036901	14	2127697	2166885
ENSDART00000098235	Zv9_NA637	915	4194
ENSDART00000109665	13	5866274	5883082
ENSDART00000083574	12	67545	75100
ENSDART00000127561	5	70807048	70814619
ENSDART00000113338	Zv9_scaffold3503	211515	218553
ENSDART00000133074	5	70807053	70855694
ENSDART00000064694	17	6216392	6226145
ENSDART00000145739	3	2493889	2494788
ENSDART00000152470	1	58307308	58315438
ENSDART00000087976	14	30845056	30857343
ENSDART00000121947	5	70801143	70855636
ENSDART00000126406	9	17156004	17316134
ENSDART00000101900	1	58307308	58314200
ENSDART00000098568	9	17160244	17168827
ENSDART00000133642	16	41915162	41933745
ENSDART00000026666	21	41891290	41911586
ENSDART00000049951	9	17305496	17316134
ENSDART00000058550	16	41915173	41933703
ENSDART00000150836	4	55776372	55778035
ENSDART00000125947	3	7622157	7623632
ENSDART00000136118	4	55776899	55780014
ENSDART00000028220	19	49510163	49510849
ENSDART00000123250	19	44700468	44782072
ENSDART00000140252	4	55777701	55779699
ENSDART00000152571	1	58520142	58520753
ENSDART00000124494	Zv9_scaffold3505	16696	95106
ENSDART00000075229	Zv9_scaffold3505	93865	120604
ENSDART00000110391	1	58520145	58524010
ENSDART00000081707	17	6095636	6112613
ENSDART00000127925	3	37999	46885
ENSDART00000055088	3	58513134	58525599
ENSDART00000085666	6	39924469	39937673
ENSDART00000092648	18	12511863	12599686
ENSDART00000103230	6	39924955	39960287
ENSDART00000154876	6	39928701	39931012
ENSDART00000131022	6	39930529	39933968
ENSDART00000091873	3	9981872	10065491
ENSDART00000058728	11	4056856	4086049
ENSDART00000025573	20	3799196	3850525
ENSDART00000140815	22	6682005	6682661
ENSDART00000122374	14	713390	731297
ENSDART00000082017	14	713390	731297
ENSDART00000126588	3	36247969	36259220
ENSDART00000140088	4	47517618	47525007
ENSDART00000156636	4	47517838	47524008
ENSDART00000108821	1	44368916	44370139
ENSDART00000127124	2	54979658	55010979
ENSDART00000004692	18	25882910	25901281
ENSDART00000111502	21	16749822	16755972
ENSDART00000032540	2	2941647	2964335
ENSDART00000145135	19	42150884	42160570
ENSDART00000077121	19	42152058	42174178
ENSDART00000053775	6	7361714	7369374
ENSDART00000146045	22	6149582	6161453
ENSDART00000080704	7	18872660	18875138
ENSDART00000089172	8	19121105	19137938
ENSDART00000127364	8	19126191	19137938
ENSDART00000139262	8	48706641	48709024
ENSDART00000090528	6	48323191	48358515
ENSDART00000056865	23	29954461	29976829
ENSDART00000155062	17	52181639	52205532
ENSDART00000103841	23	29954912	29994591
ENSDART00000092627	16	1278202	1349481
ENSDART00000103374	17	52181639	52205532
ENSDART00000064012	5	2436630	2448392
ENSDART00000125292	Zv9_NA876	29100	30680
ENSDART00000123551	Zv9_NA876	29988	31113
ENSDART00000157113	6	40638026	40644047
ENSDART00000153702	6	40638026	40644068
ENSDART00000086417	3	45353590	45365010
ENSDART00000154810	6	40639155	40644047
ENSDART00000135354	4	53912004	53916379
ENSDART00000122550	6	40641493	40643469
ENSDART00000089279	Zv9_NA428	31423	130220
ENSDART00000082333	12	327933	331844
ENSDART00000124681	Zv9_scaffold3490	168238	174367
ENSDART00000099626	10	35120098	35175085
ENSDART00000003653	15	41873434	41875056
ENSDART00000074640	10	8022330	8023426
ENSDART00000126630	17	53947383	53949563
ENSDART00000079674	21	9114958	9134246
ENSDART00000106573	3	7687654	7735722
ENSDART00000141607	21	6034593	6054858
ENSDART00000148454	2	43687135	43703994
ENSDART00000092787	11	184368	186965
ENSDART00000075985	11	7027490	7053714
ENSDART00000148633	2	43687835	43704034
ENSDART00000135486	21	6037746	6045631
ENSDART00000112849	14	563298	565810
ENSDART00000065858	21	6034997	6054775
ENSDART00000154957	17	49838305	49879409
ENSDART00000038120	13	51299975	51321389
